County,State,"Black or African American alone, percent, 2013","Hispanic or Latino, percent, 2013","White alone, not Hispanic or Latino, percent, 2013","Two or More Races, percent, 2013",Diversity-Index
Shelby County, KY,7.8,9.0,80.8,2.0,0.332459
Dakota County, MN,5.4,6.5,81.1,2.6,0.332227
Kent County, TX,1.2,17.0,79.9,1.4,0.332214
Dane County, WI,5.4,6.2,81.1,2.4,0.332108
Chilton County, AL,10.3,7.7,80.7,1.1,0.332047
Matanuska-Susitna Borough, AK,1.3,4.5,81.1,6.6,0.331951
Saline County, KS,3.5,10.6,80.9,3.0,0.331579
Louisa County, IA,0.9,16.2,80.1,1.1,0.331527
Hernando County, FL,5.5,11.1,80.8,1.8,0.331253
Island County, WA,2.7,6.7,81.2,4.4,0.331073
Dyer County, TN,14.6,3.0,80.4,1.6,0.33106
Chester County, PA,6.4,7.0,81.1,1.7,0.330959
NEBRASKA,,4.8,9.9,81.0,2.0,0.330784
Upshur County, TX,8.7,7.4,81.1,2.0,0.328709
Johnson County, NE,5.7,10.1,81.1,0.9,0.328323
Woodward County, OK,2.0,11.7,81.0,2.5,0.327965
Saline County, MO,5.5,9.5,81.2,2.4,0.327836
Delta County, TX,7.5,6.9,81.3,2.8,0.327473
DeKalb County, AL,2.0,14.2,80.7,2.2,0.327182
Stephens County, OK,2.1,6.7,81.4,4.8,0.327108
Fauquier County, VA,8.2,6.9,81.3,2.3,0.326766
New Madrid County, MO,15.7,1.6,80.5,1.7,0.326747
Val Verde County, TX,1.8,80.2,17.2,1.0,0.326671
Covington city, VA,12.7,3.1,81.0,2.4,0.326161
Meade County, KS,0.9,16.0,80.5,1.7,0.325889
Campbell County, VA,14.4,2.0,80.8,1.7,0.325602
Shasta County, CA,1.0,9.1,81.4,4.2,0.32551
Teton County, WY,1.5,15.1,80.7,1.5,0.32523
Johnson County, IA,5.5,5.4,81.6,2.3,0.324639
Mills County, TX,0.9,17.5,80.3,1.1,0.32426
Davidson County, NC,9.3,6.6,81.4,1.4,0.323943
Kenai Peninsula Borough, AK,0.9,3.8,81.6,5.5,0.32394
Forest County, WI,1.0,1.9,80.9,2.6,0.323928
Brunswick County, NC,11.3,4.8,81.3,1.7,0.323555
Greene County, AL,80.2,1.0,18.2,0.6,0.323523
Motley County, TX,2.1,15.7,80.7,0.2,0.323368
Faulkner County, AR,11.2,4.0,81.4,1.9,0.322705
Franklin County, NY,6.7,3.3,81.6,1.2,0.32261
Pondera County, MT,0.3,1.9,80.9,2.6,0.322565
Dunklin County, MO,10.4,6.2,81.4,1.7,0.32243
El Paso County, TX,4.0,81.1,13.5,1.3,0.322012
Jackson County, NC,2.2,5.1,81.6,1.9,0.32178
Eureka County, NV,1.1,13.3,81.2,2.6,0.321336
Macomb County, MI,10.5,2.4,81.6,2.1,0.320937
MINNESOTA,,5.7,5.0,81.9,2.3,0.320766
Beadle County, SD,1.7,9.0,81.7,1.7,0.320296
Scott County, IA,7.4,6.2,81.8,2.7,0.320234
Washington County, MD,10.7,4.0,81.6,2.6,0.320153
Walworth County, SD,0.4,1.5,81.2,3.1,0.319845
Tuolumne County, CA,2.1,11.2,81.6,3.2,0.319478
Douglas County, NV,0.9,11.8,81.6,2.9,0.318486
Yavapai County, AZ,0.8,14.0,81.3,2.1,0.318384
Putnam County, NY,3.0,12.6,81.5,1.6,0.318249
Mariposa County, CA,1.1,10.0,81.8,3.8,0.318022
Stanly County, NC,11.2,3.9,81.7,1.2,0.317877
Conway County, AR,11.4,3.9,81.7,2.0,0.317488
Johnson County, AR,2.1,13.3,81.5,1.8,0.317055
Scott County, KS,0.5,17.3,80.8,0.6,0.317042
Mora County, NM,1.0,80.6,17.9,1.5,0.317021
Van Buren County, MI,4.2,10.8,81.8,2.4,0.316667
Mason County, WA,1.3,8.6,82.0,3.9,0.316384
Sangamon County, IL,12.2,2.1,81.7,2.3,0.316292
Carroll County, AR,0.7,14.5,81.4,1.9,0.315694
Lexington city, VA,9.7,4.0,82.0,2.1,0.315611
Bethel Census Area, AK,0.7,1.6,11.5,4.1,0.315556
Olmsted County, MN,5.5,4.5,82.2,2.0,0.315375
Orange County, TX,8.6,6.7,82.0,1.4,0.315369
Teton County, ID,0.3,17.3,80.9,1.2,0.315348
Nelson County, VA,12.6,3.5,81.7,1.9,0.314997
Staunton city, VA,12.2,2.6,81.8,2.5,0.314582
Allen County, OH,12.3,2.7,81.8,2.7,0.314216
Pike County, PA,6.2,9.8,82.0,1.7,0.313703
Pearl River County, MS,12.6,3.1,81.8,1.7,0.313688
Twin Falls County, ID,0.7,14.7,81.5,1.8,0.313449
Uintah County, UT,0.5,7.9,82.1,2.1,0.313116
Burke County, NC,6.8,5.7,82.3,1.5,0.313091
Imperial County, CA,3.5,81.8,12.8,1.8,0.311687
Madison County, NE,1.7,14.2,81.7,1.5,0.311459
Benton County, OR,1.1,7.0,82.4,3.5,0.311324
San Juan County, CO,0.0,15.6,81.5,2.3,0.310685
Grady County, OK,2.5,5.1,82.5,4.4,0.310587
WISCONSIN,,6.5,6.3,82.5,1.7,0.310146
Macon County, AL,81.5,1.5,16.1,1.3,0.309447
Franklin County, KY,11.0,2.9,82.3,2.3,0.308903
Mower County, MN,3.3,11.0,82.3,1.5,0.308787
Noble County, OK,1.8,3.0,82.5,4.2,0.308449
Berrien County, GA,11.1,5.0,82.3,1.3,0.307629
Baker County, FL,13.4,2.3,82.1,1.6,0.307153
Brown County, WI,2.5,7.8,82.7,2.1,0.307059
Klickitat County, WA,0.5,12.0,82.3,2.8,0.30668
Hamblen County, TN,4.5,11.0,82.4,1.8,0.306426
Jefferson County, NY,6.4,7.0,82.7,2.8,0.305944
Sioux County, ND,0.2,3.5,14.2,3.0,0.305306
Calaveras County, CA,1.0,11.1,82.5,3.5,0.305176
Presidio County, TX,1.4,82.0,14.9,0.9,0.304701
Sarpy County, NE,4.4,8.1,82.8,2.8,0.304569
Cole County, MO,11.7,2.7,82.5,1.9,0.304435
Platte County, MO,6.4,5.6,82.9,2.4,0.304274
Donley County, TX,4.7,10.5,82.6,1.4,0.304228
Jackson County, OR,0.8,11.7,82.5,3.2,0.304168
Delta County, CO,0.7,14.6,82.1,1.9,0.303982
Cass County, IN,2.0,13.6,82.3,1.3,0.303256
Santa Rosa County, FL,6.5,5.1,83.0,3.0,0.302848
Tripp County, SD,0.3,1.7,82.3,2.3,0.302784
Clay County, MO,5.8,6.3,83.0,2.5,0.302568
Borden County, TX,0.6,15.5,82.1,2.5,0.301148
Mesa County, CO,0.9,13.8,82.4,2.2,0.301108
Jackson County, GA,7.1,6.7,83.0,1.6,0.30098
Trinity County, CA,0.6,7.1,83.0,5.0,0.300837
Garland County, AR,8.5,5.2,83.0,2.2,0.300573
Barton County, KS,1.8,14.1,82.4,1.5,0.300496
McHenry County, IL,1.4,12.1,82.7,1.4,0.300237
Marshall County, AL,2.3,12.9,82.6,1.6,0.300119
Marshall County, SD,1.4,7.0,82.8,1.4,0.299511
Chattooga County, GA,10.4,4.8,82.9,1.6,0.299333
Platte County, NE,0.7,15.8,82.2,1.0,0.299019
Butler County, OH,8.0,4.3,83.2,2.1,0.298347
Hot Spring County, AR,11.5,3.2,82.9,1.7,0.298168
Sedgwick County, CO,0.5,14.4,82.5,1.6,0.298113
Baldwin County, AL,9.5,4.6,83.1,1.5,0.297942
Black Hawk County, IA,8.9,4.0,83.2,2.2,0.297434
Pacific County, WA,0.9,8.8,83.2,3.5,0.2974
Moffat County, CO,0.5,14.1,82.6,1.9,0.297211
Washakie County, WY,0.8,14.2,82.6,1.7,0.296868
Lancaster County, NE,3.8,6.4,83.4,2.5,0.296676
Summit County, CO,1.0,14.4,82.6,1.4,0.29651
SOUTH DAKOTA,,1.9,3.4,83.3,2.1,0.296087
Knox County, TN,9.1,3.7,83.3,1.9,0.295642
Scott County, MN,3.3,4.7,83.5,2.0,0.295255
Union County, KY,13.2,1.7,82.9,1.6,0.29477
IDAHO,,0.8,11.8,83.1,2.2,0.294478
Box Butte County, NE,0.6,11.4,83.1,2.2,0.294049
Oceana County, MI,0.7,14.1,82.8,1.6,0.293995
Stephens County, GA,11.2,2.9,83.2,2.0,0.29391
Roberts County, TX,0.7,13.4,82.9,3.1,0.293764
Santa Cruz County, AZ,0.8,82.5,15.9,0.8,0.293747
Lincoln County, OK,1.8,2.8,83.6,5.2,0.292522
Oneida County, NY,6.7,5.1,83.6,2.0,0.292515
Albany County, WY,2.0,9.3,83.5,2.2,0.2923
Lane County, OR,1.1,8.0,83.6,4.2,0.29183
La Salle Parish, LA,12.3,2.5,83.2,0.9,0.291793
Clackamas County, OR,1.0,8.1,83.6,3.1,0.291752
Tama County, IA,0.5,7.9,83.4,2.5,0.291607
Baylor County, TX,3.0,12.4,83.2,1.4,0.291266
Lincoln County, OR,0.7,8.3,83.6,3.7,0.291103
Grand County, UT,0.7,9.8,83.5,2.0,0.290772
Hughes County, SD,1.3,2.6,83.5,2.5,0.290244
Clallam County, WA,1.0,5.7,83.8,3.7,0.289753
Greeley County, KS,0.5,15.7,82.8,0.8,0.28962
Morrill County, NE,0.3,14.5,83.0,1.3,0.289577
Jefferson County, WV,6.9,5.3,83.8,2.4,0.289276
Lancaster County, PA,4.7,9.5,83.6,1.8,0.289088
Powhatan County, VA,12.9,2.0,83.3,1.2,0.288881
Ashland County, WI,0.5,2.1,83.5,3.4,0.288816
Wood County, TX,4.9,9.3,83.7,1.3,0.288075
Utah County, UT,0.7,11.0,83.6,2.4,0.287995
Radford city, VA,8.9,3.0,83.8,2.3,0.287826
Prentiss County, MS,14.0,1.4,83.2,1.2,0.287823
Anoka County, MN,5.1,3.9,84.0,2.6,0.287773
Covington County, AL,12.7,1.6,83.4,1.5,0.287773
Holmes County, MS,82.9,0.9,15.8,0.6,0.287661
Eaton County, MI,7.0,5.2,83.9,2.3,0.28756
Carbon County, UT,0.7,12.9,83.4,1.7,0.287184
Brown County, KS,1.5,3.6,83.8,2.8,0.286786
Sheridan County, NE,0.3,3.7,83.7,3.3,0.28675
Rock County, WI,5.1,8.0,83.9,2.1,0.28649
Pierce County, GA,9.3,5.0,83.8,1.3,0.286337
Buncombe County, NC,6.5,6.3,84.0,1.9,0.285672
Alcorn County, MS,12.2,2.7,83.6,1.0,0.285366
Larimer County, CO,1.0,10.9,83.8,2.3,0.284661
Walton County, FL,5.9,6.2,84.1,2.4,0.284614
Montgomery County, NY,2.6,12.4,83.6,1.9,0.284601
McCracken County, KY,11.0,2.3,83.8,2.1,0.284596
Tooele County, UT,0.8,11.9,83.7,2.1,0.28449
Gray County, KS,0.8,14.7,83.3,1.0,0.284304
Rutherford County, NC,10.0,3.9,83.9,1.7,0.284228
Sarasota County, FL,5.0,8.6,84.0,1.4,0.284073
Dewey County, OK,0.5,5.9,84.1,3.4,0.283897
Warren County, NJ,4.3,7.9,84.1,1.5,0.283615
Rio Blanco County, CO,1.0,11.9,83.7,2.4,0.283425
Scott County, AR,0.8,7.4,84.2,2.3,0.282973
Harvey County, KS,1.9,11.1,83.9,2.3,0.282706
WYOMING,,1.7,9.7,84.1,1.9,0.281902
Henderson County, NC,3.3,9.8,84.1,1.7,0.281563
Knox County, IL,7.9,5.2,84.2,2.4,0.281435
Washita County, OK,1.1,9.4,84.1,2.9,0.281305
Obion County, TN,10.9,3.6,84.0,1.3,0.281033
Douglas County, CO,1.4,8.1,84.3,2.4,0.280311
Stephenson County, IL,9.5,3.3,84.2,2.5,0.280244
Kandiyohi County, MN,3.3,11.4,84.0,0.9,0.280181
Plymouth County, MA,9.6,3.5,84.2,1.7,0.2801
Sumter County, FL,8.7,5.7,84.2,0.9,0.280056
Bonneville County, ID,0.7,12.4,83.9,2.0,0.280032
Murray County, GA,1.3,13.8,83.7,1.2,0.279949
Plumas County, CA,1.0,8.3,84.3,3.6,0.279941
Robertson County, TN,7.8,6.0,84.3,1.4,0.279409
Stafford County, KS,0.6,13.3,83.8,1.4,0.279369
St. Johns County, FL,5.7,5.8,84.5,1.7,0.278438
Scott County, MO,11.7,2.2,84.1,1.6,0.278265
Geneva County, AL,9.8,3.4,84.3,1.7,0.278204
Millard County, UT,0.7,13.2,83.9,1.3,0.278008
Washington County, MN,4.2,3.7,84.6,2.0,0.277916
Parker County, TX,2.0,11.2,84.2,1.6,0.277705
Madison County, GA,9.1,4.3,84.4,1.3,0.277228
Franklin County, GA,9.2,4.4,84.4,1.6,0.276935
Minnehaha County, SD,4.6,4.7,84.7,2.3,0.276718
Greene County, OH,7.3,2.6,84.6,2.6,0.276693
Erie County, OH,8.7,3.8,84.5,2.7,0.276188
Clark County, IN,7.3,5.1,84.6,2.2,0.275753
Storey County, NV,1.7,7.5,84.7,2.0,0.275323
Windham County, CT,2.8,10.5,84.4,2.1,0.275195
Clinton County, IN,0.6,14.5,83.9,0.8,0.274929
Rice County, MN,3.8,7.7,84.7,1.6,0.274471
Cass County, MN,0.3,1.6,84.3,2.2,0.274425
Jackson County, KS,0.8,4.2,84.6,3.2,0.27436
Union County, PA,8.0,5.7,84.6,1.3,0.274271
Benewah County, ID,0.3,3.1,84.6,3.9,0.274214
Porter County, IN,3.6,9.2,84.6,1.5,0.274087
Rensselaer County, NY,7.2,4.3,84.8,2.3,0.272796
Vanderburgh County, IN,9.3,2.4,84.7,2.4,0.272611
Surry County, NC,4.1,9.9,84.6,1.1,0.272606
Alger County, MI,6.7,1.3,84.9,3.0,0.272016
Dunn County, ND,0.6,2.9,84.7,2.1,0.271839
Van Zandt County, TX,3.0,10.0,84.7,1.6,0.271318
Rice County, KS,1.7,11.0,84.6,2.3,0.271228
Alfalfa County, OK,4.2,5.0,85.0,2.4,0.271199
Clark County, OH,9.0,3.0,84.8,2.7,0.271108
Ottawa County, MI,1.8,9.3,84.8,1.7,0.270814
Wasatch County, UT,0.4,12.9,84.4,1.4,0.270605
Kittitas County, WA,1.1,8.4,84.9,3.0,0.27049
Bartholomew County, IN,2.3,6.4,85.0,1.5,0.270124
Buchanan County, MO,5.9,5.8,85.0,2.2,0.270005
Greene County, VA,6.8,4.7,85.0,2.2,0.269911
Sherman County, KS,1.0,11.8,84.6,1.6,0.269846
Labette County, KS,4.5,4.3,85.1,4.1,0.269689
Woods County, OK,3.2,5.9,85.1,2.7,0.269659
Cache County, UT,0.8,10.2,84.8,1.7,0.269504
Menominee County, WI,0.8,5.2,11.6,2.0,0.269335
Charlotte County, FL,6.1,6.6,85.0,1.5,0.269019
Cowlitz County, WA,0.8,8.2,85.0,3.3,0.268997
Lewis County, WA,0.8,9.4,84.9,3.1,0.26891
Hanover County, VA,9.6,2.5,84.9,1.5,0.268882
Bourbon County, KY,6.2,7.0,85.0,1.7,0.268435
Monroe County, IN,3.5,3.2,85.2,2.3,0.267708
Phillips County, MT,0.1,2.2,85.0,4.2,0.267673
Broome County, NY,5.5,3.8,85.2,2.5,0.267476
DeKalb County, MO,11.4,2.0,84.8,1.0,0.267365
Davie County, NC,6.5,6.3,85.1,1.6,0.267249
Heard County, GA,10.6,2.2,84.9,1.7,0.267129
Middlesex County, CT,5.3,5.5,85.2,1.8,0.267092
Carroll County, TN,10.7,2.3,84.9,1.7,0.266898
Davis County, UT,1.4,8.8,85.1,2.4,0.266785
Cleveland County, AR,11.9,1.9,84.8,1.0,0.266254
Lauderdale County, AL,10.2,2.4,85.0,1.4,0.266234
Hamilton County, IN,4.0,3.7,85.3,1.8,0.266177
Montgomery County, VA,4.1,2.9,85.3,2.2,0.266126
Hampshire County, MA,2.9,5.1,85.3,2.3,0.26591
Hancock County, MS,8.1,3.6,85.2,2.0,0.265681
York County, PA,6.3,6.3,85.2,1.9,0.265591
Oconee County, SC,7.8,4.8,85.2,1.5,0.26541
Frederick County, VA,4.6,7.1,85.3,1.9,0.264651
Ocean County, NJ,3.5,8.8,85.2,1.3,0.264588
Berkeley County, WV,7.4,3.9,85.3,2.6,0.264588
Pope County, AR,3.2,8.0,85.3,2.1,0.264304
Lebanon County, PA,3.1,10.9,85.0,1.4,0.264284
Lake County, MI,9.2,2.5,85.2,2.7,0.264193
Oconee County, GA,5.4,4.6,85.4,1.3,0.264178
Lincoln County, NC,5.8,7.0,85.3,1.3,0.263906
Claiborne County, MS,84.7,1.1,13.6,0.8,0.263893
Jackson County, MI,8.3,3.2,85.3,2.5,0.263773
Roger Mills County, OK,0.6,6.0,85.3,2.3,0.263727
Lincoln County, NV,3.5,7.2,85.4,2.2,0.263549
Yadkin County, NC,3.4,10.5,85.1,1.0,0.263472
Jasper County, MO,2.3,7.4,85.4,2.9,0.263403
Reno County, KS,3.3,8.7,85.3,2.2,0.263159
Pawnee County, KS,4.9,7.2,85.4,2.2,0.262534
Madison County, VA,9.5,2.1,85.3,2.4,0.262304
Cheyenne County, CO,0.6,12.2,85.0,1.0,0.262285
Brule County, SD,0.5,2.4,85.3,3.1,0.262171
Jefferson County, IA,1.7,2.9,85.4,1.6,0.261725
La Salle County, TX,1.0,84.8,13.8,0.6,0.261648
Fayette County, AL,11.8,1.5,85.1,1.1,0.261504
Giles County, TN,10.3,1.8,85.3,1.8,0.261093
Summit County, UT,0.7,11.3,85.2,1.5,0.260788
Gloucester County, VA,8.5,2.9,85.5,2.3,0.260291
Duchesne County, UT,0.6,7.7,85.5,2.4,0.260286
Sandusky County, OH,3.1,9.5,85.4,2.1,0.260232
Simpson County, KY,9.8,2.1,85.4,1.9,0.260188
Whiteside County, IL,1.6,11.6,85.2,1.6,0.260087
Washington County, UT,0.8,9.9,85.4,1.9,0.260024
Bristol County, MA,4.4,6.7,85.6,1.9,0.26
Fremont County, ID,0.8,12.5,85.1,1.4,0.259801
Bannock County, ID,0.8,7.6,85.6,2.2,0.25951
Bayfield County, WI,0.6,1.4,85.4,2.7,0.25931
Chaffee County, CO,1.7,10.3,85.4,1.5,0.259286
Lawrence County, IL,10.0,3.6,85.4,1.0,0.25927
KENTUCKY,,8.2,3.3,85.6,1.7,0.258983
Trousdale County, TN,9.4,2.8,85.5,1.9,0.258959
Fall River County, SD,1.2,3.3,85.7,2.9,0.25854
Tillamook County, OR,0.5,9.8,85.5,2.4,0.258441
Major County, OK,1.0,8.8,85.6,2.5,0.257917
Dixie County, FL,8.9,3.5,85.6,1.5,0.257861
Bucks County, PA,4.0,4.7,85.8,1.5,0.257856
Ramsey County, ND,0.5,2.2,85.6,3.0,0.257729
Crawford County, AR,1.5,6.7,85.8,2.7,0.257511
Ward County, ND,3.6,4.8,85.9,2.6,0.257119
Valley County, MT,0.4,2.1,85.6,2.4,0.256978
Ada County, ID,1.3,7.5,85.8,2.6,0.256622
Grant County, IN,7.2,4.0,85.8,2.3,0.256443
Williamson County, TN,4.6,4.7,85.9,1.4,0.256363
Pettis County, MO,3.3,8.1,85.8,1.9,0.255723
Prairie County, AR,12.2,1.0,85.4,1.0,0.255583
Spokane County, WA,1.9,5.0,86.0,3.7,0.255336
Erie County, PA,7.5,3.7,85.9,2.1,0.254506
Lake County, OR,0.5,7.7,85.9,3.4,0.254379
Dimmit County, TX,1.7,85.4,12.6,0.7,0.25437
Wapello County, IA,2.0,9.9,85.8,1.3,0.253317
Jefferson County, MS,85.3,0.4,13.8,0.5,0.253304
Madison County, IN,8.5,3.6,85.9,1.7,0.253268
Todd County, KY,8.4,4.2,85.9,1.3,0.253121
Nevada County, CA,0.5,9.0,85.9,3.0,0.252753
Cape May County, NJ,5.0,7.0,86.0,1.8,0.252559
Luzerne County, PA,4.6,8.5,85.9,1.5,0.252392
Clearwater County, MN,0.4,1.6,85.9,3.1,0.252221
Lamar County, AL,11.4,1.4,85.7,1.4,0.252158
Vigo County, IN,7.1,2.5,86.1,2.2,0.252152
Sumner County, TN,6.9,4.2,86.1,1.6,0.251719
Cascade County, MT,1.6,3.9,86.2,3.6,0.251685
Warren County, IL,2.2,9.0,86.0,1.4,0.251369
Woodford County, KY,5.4,6.7,86.1,1.3,0.251051
Hood County, TX,0.8,11.2,85.8,1.2,0.250934
Chester County, TN,9.3,2.4,86.0,1.8,0.250819
Madison County, IL,8.1,3.0,86.1,1.8,0.250803
Coos County, OR,0.5,5.9,86.2,4.2,0.25072
Story County, IA,2.7,3.2,86.2,1.6,0.250718
Sheboygan County, WI,1.7,5.8,86.2,1.3,0.250708
Denali Borough, AK,1.3,3.1,86.3,4.7,0.250378
Walworth County, WI,1.2,10.9,85.9,1.2,0.249824
Salem city, VA,7.5,2.9,86.2,1.7,0.249792
Marshall County, TN,6.8,4.8,86.2,1.6,0.24973
Randolph County, IL,10.0,2.8,86.0,1.0,0.249495
Beaver County, UT,0.4,10.4,86.0,1.5,0.248834
Johnson County, MO,4.7,3.8,86.4,2.7,0.248716
Pike County, GA,10.7,1.3,86.0,1.5,0.248532
Howard County, IN,7.2,2.9,86.3,2.5,0.248465
Walsh County, ND,0.4,10.8,86.0,1.3,0.24821
Perry County, IL,8.8,3.0,86.2,1.7,0.24799
Vilas County, WI,0.3,1.6,86.0,1.3,0.247636
St. Clair County, AL,9.3,2.3,86.2,1.3,0.247528
Isabella County, MI,2.6,3.7,86.5,2.6,0.247361
Rains County, TX,2.9,8.2,86.3,1.6,0.247261
Clark County, KS,0.7,8.6,86.3,2.5,0.24696
Lewis County, ID,0.4,4.0,86.4,2.9,0.246793
Cook County, MN,0.7,1.8,86.3,2.6,0.246577
Carteret County, NC,6.3,4.0,86.5,2.0,0.245625
Ellsworth County, KS,5.0,5.8,86.5,1.5,0.245588
Cecil County, MD,6.5,3.9,86.5,2.1,0.245427
Linn County, OR,0.7,8.2,86.4,3.1,0.24542
Schoolcraft County, MI,0.2,0.8,86.3,3.6,0.245399
Chase County, NE,0.2,12.9,85.9,0.8,0.245393
Sanpete County, UT,1.0,9.6,86.3,1.6,0.245303
Greene County, NY,6.3,5.2,86.5,1.7,0.244716
Tolland County, CT,3.5,4.8,86.6,1.8,0.244665
Skagway Municipality, AK,0.3,4.2,86.6,3.8,0.244653
Dodge County, NE,1.1,10.9,86.2,1.2,0.244645
Grand Forks County, ND,3.0,3.7,86.7,2.4,0.244252
Clatsop County, OR,0.8,8.0,86.5,2.7,0.244208
Throckmorton County, TX,0.9,11.2,86.2,0.9,0.24417
Sierra County, CA,0.4,9.2,86.4,2.4,0.24407
Pickens County, SC,6.8,3.4,86.6,1.5,0.243706
Clarke County, IA,0.8,11.5,86.2,1.2,0.243451
Warren County, TN,3.5,8.4,86.5,1.4,0.243245
Shackelford County, TX,1.3,10.8,86.3,1.5,0.243114
Boyle County, KY,7.6,3.1,86.6,2.0,0.242834
Mathews County, VA,9.0,2.0,86.5,2.1,0.242813
Hillsborough County, NH,2.6,5.8,86.7,1.8,0.242641
Richland County, OH,9.2,1.7,86.5,1.9,0.242608
Iron County, UT,0.6,8.1,86.6,1.9,0.242373
Norton city, VA,6.7,2.5,86.7,2.5,0.242338
Hamilton County, TX,0.9,11.2,86.3,0.9,0.242211
Wilson County, TN,6.7,3.6,86.7,1.6,0.242084
Niagara County, NY,7.0,2.5,86.7,2.2,0.242081
Marion County, KY,8.6,2.5,86.6,1.6,0.241699
Pitkin County, CO,0.8,9.8,86.5,1.5,0.241631
Jefferson County, IL,8.8,2.3,86.6,1.7,0.241409
Baca County, CO,1.0,9.9,86.5,2.0,0.241141
Sabine County, TX,7.5,3.8,86.7,1.3,0.240993
Goshen County, WY,1.1,10.3,86.5,1.1,0.240787
Dawes County, NE,1.6,3.7,86.9,2.7,0.240703
Jackson County, WI,2.1,3.1,86.8,1.6,0.240277
Chemung County, NY,6.8,2.8,86.8,2.8,0.240206
Jackson County, CO,0.1,11.4,86.4,1.7,0.239856
Hendricks County, IN,5.8,3.4,86.9,1.6,0.239477
Todd County, SD,0.2,3.3,10.4,2.2,0.239373
Becker County, MN,0.6,1.7,86.8,3.2,0.239118
Natrona County, WY,1.9,8.0,86.8,2.1,0.239113
Hunterdon County, NJ,2.7,5.9,86.9,1.2,0.239112
Montague County, TX,0.6,10.4,86.6,1.4,0.238791
Newton County, MO,1.0,4.9,87.0,3.0,0.238768
Queen Anne's County, MD,6.9,3.4,86.9,1.7,0.238473
Orleans County, NY,6.4,4.5,86.9,1.9,0.238283
Gratiot County, MI,5.8,5.5,86.9,1.1,0.238268
Cass County, MI,5.4,3.2,87.0,2.9,0.238134
Newport County, RI,3.9,5.1,87.0,2.7,0.237899
Logan County, IL,8.0,3.3,86.9,1.4,0.237089
MONTANA,,0.6,3.3,87.0,2.5,0.23706
Graves County, KY,4.7,6.2,87.0,1.7,0.236716
Knox County, NE,0.2,2.4,86.8,1.6,0.236698
Dixon County, NE,0.6,11.7,86.6,1.0,0.236175
Lyon County, MN,2.4,6.2,87.1,1.5,0.235881
Saline County, AR,6.1,4.2,87.1,1.4,0.235541
Hardin County, TX,5.8,5.2,87.1,1.1,0.235096
Defiance County, OH,2.1,9.6,86.9,1.4,0.234954
Franklin County, IA,0.8,11.5,86.7,1.0,0.234877
Cape Girardeau County, MO,7.7,2.2,87.1,1.8,0.234437
Stevens County, WA,0.5,3.3,87.2,3.2,0.234176
Chautauqua County, KS,0.9,2.9,87.2,4.7,0.234079
Holmes County, FL,6.6,2.7,87.2,2.0,0.234
Lonoke County, AR,6.1,3.9,87.2,1.7,0.233967
Carson County, TX,0.8,9.5,87.0,1.4,0.233621
Nassau County, FL,6.5,3.8,87.2,1.5,0.233596
Stanley County, SD,0.8,1.4,87.1,2.4,0.233463
Lee County, IL,5.2,5.7,87.2,1.3,0.233404
NORTH DAKOTA,,1.8,2.9,87.3,1.9,0.233284
Centre County, PA,3.4,2.7,87.3,1.6,0.232919
Roanoke County, VA,5.6,2.6,87.3,1.6,0.232838
Day County, SD,0.5,2.0,87.1,1.8,0.23268
Weakley County, TN,8.0,2.3,87.2,1.4,0.232338
Dallas County, IA,1.7,6.3,87.3,1.3,0.232271
Gilchrist County, FL,5.6,5.2,87.3,1.2,0.231825
Armstrong County, TX,1.4,9.5,87.1,1.2,0.231825
Delaware County, OH,3.5,2.3,87.4,1.8,0.231542
LaSalle County, IL,2.2,8.7,87.2,1.3,0.231321
Alleghany County, NC,1.7,9.8,87.1,1.2,0.231248
Columbia County, NY,5.0,4.2,87.4,2.0,0.231089
Stark County, OH,7.8,1.8,87.3,2.3,0.230844
Yellowstone County, MT,0.8,5.1,87.4,2.7,0.230831
Lenawee County, MI,2.8,7.7,87.3,1.9,0.230725
Bradley County, TN,4.7,5.4,87.4,1.7,0.230552
Shawano County, WI,0.4,2.5,87.3,2.0,0.230244
Franklin County, VA,8.2,2.7,87.3,1.2,0.230233
Williams County, ND,1.3,4.4,87.5,2.8,0.229977
Gilmer County, GA,0.9,10.6,87.1,1.1,0.229831
Clarke County, VA,5.2,3.9,87.5,2.4,0.229436
Scott County, KY,5.7,4.1,87.5,1.7,0.229025
Curry County, OR,0.4,6.3,87.5,3.4,0.228668
Glascock County, GA,9.4,1.5,87.3,1.3,0.228616
Jefferson County, ID,0.4,10.4,87.2,1.6,0.22833
St. Joseph County, MI,2.7,7.0,87.5,2.0,0.228261
Lincoln County, TN,7.0,3.1,87.5,1.7,0.228144
Redwood County, MN,0.7,2.7,87.6,1.8,0.228122
Johnson County, IL,8.4,3.2,87.4,0.9,0.227945
IOWA,,3.3,5.5,87.6,1.6,0.227828
Callahan County, TX,1.5,8.8,87.4,1.6,0.227798
Alexander County, NC,5.8,4.3,87.6,1.3,0.227105
Freeborn County, MN,1.1,9.3,87.4,1.2,0.227049
Henry County, TN,8.2,2.2,87.5,1.6,0.226886
San Miguel County, CO,0.6,9.4,87.4,1.6,0.22677
Barry County, MO,0.5,8.4,87.5,1.8,0.226629
Willacy County, TX,2.6,87.4,9.6,0.5,0.226106
Big Horn County, WY,1.5,8.8,87.5,1.3,0.226043
Box Elder County, UT,0.5,9.0,87.5,1.8,0.225697
